nama,rating,jumlah_review,tipe,lat,lon,kategori,provinsi,url_gambar_1,url_gambar,url_gambar_2
Pantai Gumicik Ketewel,4.3,213,Pantai,-8.6441418,115.2812222,Alam,Bali,https://pixabay.com/get/g1c0ba148af8ab654527dfd53520ac92bf1f3b5f7a5cb42525d6b70dce37feb080cf72832ea4e0e0ced84b7108da2363236dd8ea4e10657f4871eca66d1511fe2_1280.jpg,,
Pantai Jayanti,4.1,3664,Tujuan Wisata,-7.4995754,107.3859876,Alam,Jawa Barat,,,
Tugu Bambu Runcing Warung Bongkok,4.5,47,Bangunan Bersejarah,-6.2704156,107.1156109,Edukasi,Jawa Barat,https://pixabay.com/get/g1f9968c7450a21bc623d84c991a8593ae12d3de599faa48dc6dd03db4d5e4b391e69f3d891ed723ba424600e40492f72d68ab5490b323b3596eadc6770244b57_1280.jpg,,
Museum Taman Candi Nusantara Kabupaten Pekalongan,4.9,22,Tujuan Wisata,-7.1042999,109.5867731,Edukasi,Jawa Tengah,,,
Tpr Pantai Glagah Indah,4.4,447,Area Rekreasi Alam,-7.9092067,110.0825324,Alam,Daerah Istimewa Yogyakarta,https://pixabay.com/get/g8f66b9de8f4d30111bdcedacb7e535a9f338d91dc0a5ab60468447c9f5991e05dbb3bbcea66973f8f98f6a5e9a8d9a31d54dac8529d1cac1a37c349b32e5613d_1280.jpg,,
Kasteel Batavia,4.2,88,Bangunan Bersejarah,-6.128913,106.8131298,Edukasi,DKI Jakarta,,,
Galaxy Temporan,4.7,182,Kebun Binatang,-8.2912144,113.6922502,Taman Hiburan,Jawa Timur,,,
Amura Playhouse Indoor Adiyasa,4.2,10,Taman bermain,-6.3256009,106.4235383,Taman Hiburan,Banten,https://pixabay.com/get/g6500f86fc99d09ecf0a65db8d1edb545c7d4fd8c0901312500f0e5de523cb0855d9c91b5c0a4d050ad7e26076fde225e95cd059d64f09be13683b30b1944954e_1280.jpg,,
Bukit Batu Gambir,4.6,175,Tujuan Wisata,-5.9343905,106.0305021,Alam,Banten,,,
Kidzoona,4.6,336,Taman Bermain Dalam Ruangan,-6.3058384,106.8408629,Taman Hiburan,DKI Jakarta,,,
Krisna Oleh Oleh Bali Bypass,4.6,15387,Toko Suvenir,-8.7297497,115.1793567,Shopping,Bali,,,
Pantai Jonggring Saloko,4.4,192,Tujuan Wisata,-8.3795624,112.3961021,Alam,Jawa Timur,,,
Mangrove Edupark,4,273,Tujuan Wisata,-6.9583015,110.3604803,Alam,Jawa Tengah,,,
Pantai Jetis,4.3,1188,Pantai,-7.715,109.375,Alam,Jawa Tengah,,,
Taman Kelinci Pakuhaji,4,75,Kebun Binatang,-6.8356845,107.5366473,Taman Hiburan,Jawa Barat,,,
Wahana Flying Fox Wego,4.3,15,Taman bermain,-7.2052223,112.2809906,Taman Hiburan,Jawa Timur,,,
Miniapolis 23 Paskal,4.1,76,Pusat Hiburan Anak-Anak,-6.9149662,107.597682,Taman Hiburan,Jawa Barat,,,
Pantai Bodonyorot,4.4,46,Tujuan Wisata,-7.5432001,107.5236081,Alam,Jawa Barat,,,
Gunung Gambar,4.5,343,Tujuan Wisata,-7.8212079,110.67158,Alam,Daerah Istimewa Yogyakarta,,,
Pantai Nampu,4.5,3935,Tujuan Wisata,-8.2104915,110.9034865,Alam,Jawa Tengah,,,
Sirkus Waterplay,4.4,3095,Taman Rekreasi Air,-6.3111931,106.9531169,Taman Hiburan,DKI Jakarta,,,
Watu Mejo Mangrove Park,4.5,27,Tujuan Wisata,-8.2147674,111.1090447,Alam,Jawa Timur,,,
Tugu Sapi,4,112,Monumen,-8.044816,112.28352,Edukasi,Jawa Timur,https://pixabay.com/get/gc9dfc953653a7463a7895af843da273ebdc2e53fe48614ae74b165f535f85357f3dff8085b433a35cb3473b1f1e8310af4a8340fcf4dc786449c4c948d398fa2_1280.jpg,,
Pantai Bias Tugel,4.5,1793,Pantai,-8.536223,115.5088618,Alam,Bali,,,
Sendang Surocolo Goa Sunan Mas,4.5,226,Tujuan Wisata,-7.9928505,110.326429,Alam,Daerah Istimewa Yogyakarta,,,
Tugu (Monumen) Gewok,4.6,141,Bangunan Bersejarah,-7.3753332,109.2480123,Edukasi,Jawa Tengah,,,
Pantai Sindhu,4.5,990,Pantai,-8.6843724,115.2645885,Alam,Bali,,,
Monumen Gannet,4.6,134,Monumen,-7.383149,112.7697095,Edukasi,Jawa Timur,https://pixabay.com/get/g87c3fba274e272242648d48cca8709e42381aef59288a27f6a605d7ff8a5b2e211d80be21330b89f1fe5ba8e5ea8e42466ac3055ce15dfb5eede52fd3be977cc_1280.jpg,,
Mangrove Jembatan Api-Api (Mjaa),4.3,4847,Tujuan Wisata,-7.8937273,110.0259395,Alam,Daerah Istimewa Yogyakarta,,,
Bukit Kahyangan,4.7,181,Bumi perkemahan,-8.3013712,115.1753328,Alam,Bali,,,
Konservasi Penyu Abadi,4.3,55,Perlindungan Margasatwa,-7.9742885,110.193375,Alam,Daerah Istimewa Yogyakarta,,,
Betawi Online Gallery Outlet 2 | Pusat Oleh-Oleh & Kesenian Khas Jakarta,4.8,49,Pusat Perbelanjaan,-6.3394718,106.8222467,Shopping,DKI Jakarta,,,
Puri Jaya Batavia Splash Water Adventure,4.4,6699,Taman Rekreasi Air,-6.139944,106.54212,Taman Hiburan,Banten,,,
Gunung Tidar,4.7,601,Puncak Gunung,-7.4961111,110.2180556,Alam,Jawa Tengah,https://pixabay.com/get/g35370aec710f49063013b665d6f476ed25133c63b448264511853e37eb74d3b4a57205763840900c5dd182a925eb35359f299697833c5b26c77b2ad585f26fed_1280.jpg,,
Pantai Kapal Roro,4.3,49,Tujuan Wisata,-6.124962,105.8650416,Alam,Banten,https://pixabay.com/get/gd3b52c7e106cfc42066588be3b563ecc29b46bb5f9ad1896a987e9fe3a60eeece5ee183ba8fd004418ba99b09b06d7f0a075c9df0ceb75f346c47622924bbf39_1280.jpg,https://images.pexels.com/photos/5345067/pexels-photo-5345067.jpeg,
Situs Batu Goong,4.1,31,Bangunan Bersejarah,-6.3380954,105.9218888,Edukasi,Banten,,,
Benteng Fort Willem I,4.4,2912,Tujuan Wisata,-7.2706462,110.4103291,Edukasi,Jawa Tengah,,,
Gapura Selamat Datang Sidoarjo,4.4,76,Monumen,-7.348805,112.7292329,Edukasi,Jawa Timur,https://pixabay.com/get/g374df094dc01c38c719ddffea085c4f7bd6d7af1de05c8761394686b1de339814dda634fad23da5096cfe90ede0f988e14eb49997da8820230765ca382da5cef_1280.jpg,,
Tugu Batas Kabupaten Kendal,4.5,99,Monumen,-6.9679002,110.2833199,Edukasi,Jawa Tengah,,,
Taman Selamanik,4.1,15,Kebun Binatang,-7.3904326,109.6865656,Taman Hiburan,Jawa Tengah,,,
Pantai Baros,4.4,744,Cagar Alam,-8.0080344,110.2832126,Alam,Jawa Tengah,,,
Pantai Cijeruk Garut,4.5,260,Pantai,-7.71117,107.837028,Alam,Jawa Barat,,,
Pantai Barat Pangandaran,4.6,5868,Tujuan Wisata,-7.7037523,108.6553501,Alam,Jawa Barat,,,
Pantai D'Lapan-Lapan,4.5,64,Tujuan Wisata,-6.1400078,105.8602063,Alam,Banten,https://pixabay.com/get/g8efc8adc93335af20fbb18339aa0cb045226f0e388d67b6ef01026e4663b8de394d18645aabb2cfaba5cf9b813c3404aaac58b800a9c827ad60b71ba65b0c034_1280.jpg,,
Pantai Kuta Bali,4.6,19392,Tujuan Wisata,-8.7226249,115.1695272,Alam,Bali,,,
Pantai Timang,4.5,3369,Tujuan Wisata,-8.1759266,110.6624196,Alam,Daerah Istimewa Yogyakarta,https://pixabay.com/get/gbd69478b332d157d8a8c31c759fe7eb59d77cfa2590beff0a38fd955ed42b36a35993653a7633a9af0197f907af234ddde82a6e574727d017281a6a39dbc78f5_1280.jpg,,
Taman Kolong Tol Joglo,4.8,42,Taman Hiburan,-6.2182586,106.7453031,Taman Hiburan,DKI Jakarta,,,
Oleh Oleh Khas Bali,3.9,20,Toko Suvenir,-8.7119635,115.1798488,Shopping,Bali,,,
Tugu Proklamasi Kejaksan Kota Cirebon,4.3,46,Monumen,-6.7099378,108.559896,Edukasi,Jawa Barat,https://pixabay.com/get/ge4df9549fd167489a7418779eebf58b95fc91c06d8919590cf60a96d9ffb8b153e59144546c620bfed4c323391ff1e3c8ef6868cbc35c7fd629b2b140b35d9d6_1280.jpg,,
Museum Sumpah Pemuda,4.7,1230,Museum Sejarah,-6.1838388,106.8430507,Edukasi,DKI Jakarta,,,
Ekowisata Mangrove Lembung,4.5,174,Tujuan Wisata,-7.1650476,113.5737476,Alam,Jawa Timur,,,
Gunung Halimun,4.5,135,Puncak Gunung,-6.6988889,106.4402778,Alam,Banten,,,
Pinggir Pantai Pasauran,4.7,48,Pantai,-6.2290181,105.831751,Alam,Banten,https://pixabay.com/get/g0eaf9d5bb8cba05c0aeeda4248573561e888aadcd4b8aff33e97ade5e531f7640759bf18572691228d77f591cb820bbba303888565ee646ad895af2d838fac64_1280.jpg,,
Pabrik Kata-Kata Joger,4.5,24484,Toko Suvenir,-8.7273814,115.1771451,Shopping,Bali,,,
Wisata Bukit Belong,4.3,329,Tujuan Wisata,-8.5449492,115.4276538,Alam,Bali,,https://images.pexels.com/photos/7415122/pexels-photo-7415122.jpeg,
Tugu Nol Jawa Timur & Tugu Pangripta Surabaya,4.7,663,Bangunan Bersejarah,-7.2454818,112.7387162,Edukasi,Jawa Timur,,,
Museum Penataran,4.4,109,Museum,-8.0123789,112.2090827,Edukasi,Jawa Timur,https://pixabay.com/get/ga941b7a7b222fa8f52b3ee01c4d57db5b8965865a8f62d01ce25e42f1efdd12638204d0a97c5ee96b1641f88643321281488bb70d3158fb31fe4738e79ead3c1_1280.jpg,,
Candi Dawangsari,4.5,56,Tujuan Wisata,-7.7740888,110.4975261,Edukasi,Daerah Istimewa Yogyakarta,,,
Happy Land Bravo Jombang,4.7,335,Taman bermain,-7.5452173,112.2149989,Taman Hiburan,Jawa Timur,,,
Saloka Theme Park,4.5,19998,Taman Hiburan,-7.280767,110.459024,Taman Hiburan,Jawa Tengah,,,
Wonder Universe,5,1705,Taman Bermain Dalam Ruangan,-6.2441436,106.6535549,Taman Hiburan,Banten,https://pixabay.com/get/g953f1f7b4b792756dd19f42b33b3d077c02811e31db2ee2639ece05559c781a9aba5f72c1da399fdfa864460088f943039464e3fb843cbb64e62e6bc91909b97_1280.jpg,,
Krisna Oleh-Oleh Nusantara Jogja,4.7,583,Pusat Perbelanjaan,-7.7931762,110.3670428,Shopping,Daerah Istimewa Yogyakarta,,,
Pemandian Katak Riang Permai,4,681,Taman Rekreasi Air,-7.6774324,112.8859472,Taman Hiburan,Jawa Timur,,,
Saiji Waterboom,4.1,1985,Taman Rekreasi Air,-6.3354292,106.6404851,Taman Hiburan,Banten,,,
The Keranjang Bali,4.8,29875,Toko Suvenir,-8.7317652,115.1780595,Shopping,Bali,,,
Camping Ground Pantai Pandansari,4.8,24,Taman,-7.9984652,110.2547002,Alam,Daerah Istimewa Yogyakarta,https://pixabay.com/get/gf5b1fc9fa9ff8bdcee4480f1c0aacca850b2a355b4cda627bb74a11c3cdb7af4cafa3b8d25ef576c1fd77e8555f74d3d1f08e706b82a5a611da3e37d37bcf74f_1280.jpg,,
Krisna Oleh-Oleh Khas Bali,4.5,4739,Toko Suvenir,-8.6700137,115.207697,Shopping,Bali,,,
Tugu Adipura Kota Tangerang,4.5,1110,Tujuan Wisata,-6.1861894,106.6382719,Edukasi,Banten,,,
Gunung Sumbing,4.6,1842,Gunung berapi,-7.385,110.0725,Alam,Jawa Tengah,https://pixabay.com/get/g3b871099c62008b642d17788b7d96f5032ce9fcc4003962297ba8270eee4ffeb8d761fd65352635736030fda4f63c0eeddc484a2f127ae2ac406fdccf4c29866_1280.jpg,,
Camping Ground Bukit Pethu,4.2,231,Tujuan Wisata,-7.8176379,110.1128263,Alam,Daerah Istimewa Yogyakarta,,,
Umbul Langse,4.5,690,Taman Rekreasi Air,-7.5685387,110.6334366,Taman Hiburan,Jawa Tengah,,,
Kolam Renang Water Splash Darmawangsa - Bekasi,4,1454,Taman Rekreasi Air,-6.203928,107.045769,Taman Hiburan,DKI Jakarta,,,
Bukit Putung,4.4,236,Tujuan Wisata,-8.454822,115.5162067,Alam,Bali,,,
The Madagascar Water Themepark,4,1116,Taman Rekreasi Air,-6.352325,106.5720435,Taman Hiburan,DKI Jakarta,,,
Patung Nyi Ageng Serang,4.6,2999,Bangunan Bersejarah,-7.865444,110.1566517,Edukasi,Daerah Istimewa Yogyakarta,,,
Jam Gede Jasa,4.5,91,Bangunan Bersejarah,-6.1957424,106.6320331,Edukasi,Banten,,,
Ekowisata Mangrove Kali Lamong,4.4,114,Tujuan Wisata,-7.1946943,112.6348095,Alam,Jawa Timur,,,
Gunung Kelud,4.5,2717,Gunung berapi,-7.935,112.3138889,Alam,Jawa Timur,,,
Tugu Pahlawan Desa Patas,4.5,20,Taman Peringatan,-8.2055374,114.7984882,Edukasi,Bali,,,
Museum Jenang Kudus,4.7,3463,Museum,-6.8026502,110.8437567,Edukasi,Jawa Tengah,https://pixabay.com/get/ga0d357f06569a144031d6027ab5f9716972a2ed312d7987feeb5bc6982341b5fcb2f0250382c6d9035be1f2abc8221d4af4186ede3ce787f12cda85633076fc4_1280.jpg,,
Pantai Padang Padang,4.3,8015,Pantai,-8.8111377,115.1037658,Alam,Bali,,,
Laguna Pantai Trisik,4,1602,Tujuan Wisata,-7.9747776,110.1938541,Alam,Daerah Istimewa Yogyakarta,https://pixabay.com/get/ga4cb333920f7fed0d91df0f9eaf3be4bd776877b56aaa1b83d5a325cf8504038a3cdeafb0071d196940f76f5d8228d5d9763c95c74bf9033a119580755b391ea_1280.jpg,,
Pantai Brantas,4.5,127,Tujuan Wisata,-7.8121835,112.0069748,Alam,Jawa Timur,,,
Benteng Hock Salatiga,4.9,20,Bangunan Bersejarah,-7.3165915,110.4960264,Edukasi,Jawa Tengah,,,
Goa Maria Sendang Sriningsih,4.8,1741,Tujuan Wisata,-7.799066,110.5255008,Edukasi,Daerah Istimewa Yogyakarta,,,
Campuhan Ridge Walk,4.3,15686,Tujuan Wisata,-8.5035806,115.2547579,Alam,Bali,,,
Drini Beach,4.6,3710,Tujuan Wisata,-8.1384509,110.577522,Alam,Daerah Istimewa Yogyakarta,https://pixabay.com/get/g8feb8bc82de5d638c08654c85d8c9a970ca38ff0a677883e8c4a2d262cbec09a21167fade98fcc92a4e2906b774e79b0003f581acac66735f92131300d0e429a_1280.jpg,,
Kedungu Beach,4.4,1874,Pantai,-8.6088824,115.083265,Alam,Bali,,,
Pantai Cirewang,4.2,171,Tujuan Wisata,-6.1911136,107.8493557,Alam,Jawa Barat,,,
Pantai Bagedur,4.3,2215,Pantai,-6.8139805,105.9924372,Alam,Banten,https://pixabay.com/get/gb9245f7b692dbc55c98211f3e06d717c737ece1bff84c0174a5b29798a668b3b12b1bf615c91c9677ab968c365b15df5eba0e2b391a80fa8d8add60f2e94302b_1280.jpg,https://images.pexels.com/photos/14815486/pexels-photo-14815486.jpeg,https://images.unsplash.com/photo-1599486349027-77fd046baf63?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3NTkzODB8MHwxfHNlYXJjaHw1fHxQYW50YWklMjBCYWdlZHVyfGVufDB8MHx8fDE3NDg5NDg2NDR8MA&ixlib=rb-4.1.0&q=80&w=1080
Sendhang Sidhukun Traji Parakan,4.2,92,Taman Rekreasi Air,-7.2573075,110.0806398,Taman Hiburan,Jawa Tengah,,,
Penangkaran Rusa Brigif,4.6,1995,Kebun Binatang,-7.802954,111.977384,Taman Hiburan,Jawa Timur,,,
Toko Salak Bali,4.4,86,Pusat Perbelanjaan,-8.6574859,115.2147335,Shopping,Bali,https://pixabay.com/get/g774b69ede034a41dfb4c42915bcb777a483593e4b3610ded6f0c5abe41760828b1fe0a2055148273fbd1afd946769de92b23bc8cbde813a20add81035d038e4f_1280.jpg,,
Gunung Andong,4.7,1849,Puncak Gunung,-7.39,110.3702778,Alam,Jawa Tengah,https://pixabay.com/get/g8154ce2cdee2bbbbecba9ee57e6b035086df7bb544ebc5988f8e9e106c88c019fa17747040dc5632a1f74241dfd8b1beb74c0be7bd2a4de887130af7a9d192ab_1280.jpg,,
Monumen Surabaya,4.5,47,Bangunan Bersejarah,-7.1965469,112.6460188,Edukasi,Jawa Timur,https://pixabay.com/get/g0c77e9c1c9a3ee3e26bf91605fadbc7e8ac99f012afe5d4b23fe09cc88d14d0f4c7ef2c05bbd872f3c5a9f5aa41cb1b9bbc33998af70aff6d4b5215c9bc559df_1280.jpg,,
Warung Jogja Sunset Park,4.6,67,Taman,-8.0261613,110.3458908,Alam,Daerah Istimewa Yogyakarta,https://pixabay.com/get/g8941e4faf3fbd7b81402095dc5e063e1d2ab3a21d81be5dd346824d8d42229aee9da18db7407ddddf1a2886edc35a954e28451285ee0432e9fb393a30551c2f4_1280.jpg,,
Pantai Bantar Panjang,4.8,36,Tujuan Wisata,-7.7054617,108.7899618,Alam,Jawa Tengah,,,
Monumen 0 Km Kota Kajen,4.5,1780,Bangunan Bersejarah,-7.0269139,109.5811323,Edukasi,Jawa Tengah,,,
Pantai Karapyak Pasir Putih,4.5,4493,Tujuan Wisata,-7.6953503,108.7605174,Alam,Jawa Tengah,,,
Gunung Lasem,4.5,38,Puncak Gunung,-6.6866667,111.5188889,Alam,Jawa Tengah,https://pixabay.com/get/g385f8cdd258df64e4e91281ff18826f11d526eaba548a0e498fc2496560eb71800ad7b337b5f90c40d86c34d4ef2b89b917cc7864df9da996594762cfdb07518_1280.jpg,,
Gunung Penanjakan,4.8,413,Puncak Gunung,-7.9083333,112.9483333,Alam,Jawa Timur,,,
Candi Brahu,4.7,734,Bangunan Bersejarah,-7.5428987,112.3744555,Edukasi,Jawa Timur,,,
Taman Wisata Mbs,4.6,3668,Tujuan Wisata,-6.1927155,106.1529054,Alam,Banten,,,
Scratch Zone Gembira Loka Zoo,4.5,13,Kebun Binatang,-7.8075747,110.3948031,Taman Hiburan,Jawa Tengah,,,
Sumber Manis Oleh Oleh Malang,4.9,21,Toko Suvenir,-7.9166398,112.5881648,Shopping,Jawa Timur,,,
Palem Cibeureum,4.5,61,Bumi perkemahan,-6.1166659,105.8728798,Alam,Banten,,,
Milenial Glow Garden,4.7,2553,Taman Hiburan,-7.8988554,112.5547462,Taman Hiburan,Jawa Timur,,,
Kampoeng Semarang,4.3,12564,Toko Suvenir,-6.9582402,110.4459242,Shopping,Jawa Tengah,,,
Fun World - Trio Mall Kebumen,4.7,29,Taman Bermain Dalam Ruangan,-7.6643171,109.6599631,Taman Hiburan,Jawa Tengah,,,
Azko Playland Living World Alam Sutera,4.7,22,Arena Bermain Anak-Anak,-6.2438741,106.6528761,Taman Hiburan,Banten,,,
Panghegar Waterboom Bandung,4.4,5419,Taman Rekreasi Air,-6.9614032,107.6227321,Taman Hiburan,Jawa Barat,,,
Plengkung Gading,4.6,3024,Tempat Bersejarah,-7.8137278,110.3629074,Edukasi,Daerah Istimewa Yogyakarta,,,
Candi Borobudur,4.7,99578,Tujuan Wisata,-7.6078738,110.2037513,Edukasi,Jawa Tengah,,,
Mangga 2 Square,4.3,31862,Pusat Perbelanjaan,-6.1387841,106.8316377,Shopping,DKI Jakarta,,,
Santasea Water Theme Park Sukabumi,4.2,3588,Taman Rekreasi Air,-6.9494807,106.9260354,Taman Hiburan,Jawa Barat,,,
Pantai Goa Cina,4.5,1236,Pantai,-8.4471919,112.6537097,Alam,Jawa Timur,,,
Candi Abang,4.3,1542,Tujuan Wisata,-7.8103728,110.468686,Edukasi,Daerah Istimewa Yogyakarta,,,
Museum Indonesia,4.7,1106,Museum,-6.3010573,106.8914443,Edukasi,DKI Jakarta,,,
Trans Studio Mini Maguwo,4.4,1851,Taman Bermain Dalam Ruangan,-7.7830154,110.4198628,Taman Hiburan,Daerah Istimewa Yogyakarta,https://pixabay.com/get/g71c102541fef2b6dff51d15f037c51b0db132434641bcc8bfd10deae895cdfecc213d574c8097b66e380aca5bd0a4b1cc4e3b535cd665ae697c08a21ffe93584_1280.jpg,,
Tugu Duren Karanganyar,4.4,3722,Monumen,-7.0316986,109.6250967,Edukasi,Jawa Tengah,,,
Bukit Tompak,4.5,396,Tujuan Wisata,-7.8439944,110.4559933,Alam,Daerah Istimewa Yogyakarta,,,
Museum Sepeda Pramuka Keliling Dunia,4.2,48,Museum,-6.1529787,106.1598721,Edukasi,Banten,,,
Bukit Pasir Bule,4.7,39,Tujuan Wisata,-6.5845812,106.2240436,Alam,Banten,,,
Pusat Oleh Oleh Khas Malang & Batu - Buah Tangan,4.6,1217,Pusat Perbelanjaan,-7.8984326,112.5572953,Shopping,Jawa Timur,,,
Monumen Ngejaman Malioboro,4.7,24,Bangunan Bersejarah,-7.7996028,110.364893,Edukasi,Daerah Istimewa Yogyakarta,,,
Pantai Semawang,4.4,2251,Pantai,-8.7071293,115.2627048,Alam,Bali,,,
Fun & Fit Trampoline Park Qbig Bsd City,4.4,695,Taman bermain,-6.2841272,106.6378153,Taman Hiburan,Banten,,,
Monumen Situs Rumah Sandi Indonesia,4.7,388,Museum Sejarah,-7.7081269,110.2034963,Edukasi,Daerah Istimewa Yogyakarta,,,
Tugu Batik Jlamprang,4.3,159,Bangunan Bersejarah,-6.8820769,109.6796723,Edukasi,Jawa Tengah,,,
Museum Musik Indonesia,4.4,521,Museum Seni,-7.9405383,112.6208274,Edukasi,Jawa Timur,https://pixabay.com/get/ge1d0ac80710f55bd361f25ba7df960afc98209fc7401a98ef7c59c41fd06e3b357056940e1d235fb7d4938f7362ea2e6dcb6792c2f29e209d10ec7f6c40d1c1b_1280.jpg,,
Rest Area Pasir Gede Bumdes Anugerah,4.6,39,Taman,-7.8168161,108.4071727,Alam,Jawa Barat,,,
Tanjung Benoa Beach,4.5,3092,Tujuan Wisata,-8.7564753,115.2221797,Alam,Bali,https://pixabay.com/get/g7f374c421ee10b6b9d6ccafa5a35c5bcea3cb236190a8c6f515c73b2db7af61f6fc7423d87bc603f461212621560ddf5ec74372aab9071870145b03f726fc433_1280.jpg,,
Watu Lawang Mejing Randurancang Sukorejo Suruh Kab. Semarang,4.4,80,Cagar Alam,-7.3514213,110.6383585,Alam,Jawa Tengah,,,
Candi Gatotkaca,4.5,927,Tujuan Wisata,-7.2087145,109.9059867,Edukasi,Jawa Tengah,,,
Museum Macan (Modern And Contemporary Art In Nusantara),4.5,10921,Museum Seni,-6.1910434,106.7679858,Edukasi,DKI Jakarta,,,
Tempat Permainan Anak-Anak (Farhan Land),4.6,30,Taman bermain,-7.7047057,114.000988,Taman Hiburan,Jawa Timur,,,
Tiger Land,4.5,11,Kebun Binatang,-7.8896745,112.528936,Taman Hiburan,Jawa Timur,,,
Tirtania Waterpark,4.3,2394,Taman Rekreasi Air,-6.6408809,106.8054381,Taman Hiburan,Jawa Barat,,,
Gunung Ijen,4.7,4757,Complex volcano,-8.0583811,114.243299,Alam,Jawa Timur,,,
Taman Hutan Raya (Tahura) Ngurah Rai,4.5,64,Tujuan Wisata,-8.7270249,115.1900733,Alam,Bali,,,
Pantai Kelapa Jangkung,4.7,136,Tujuan Wisata,-6.2045298,105.8348833,Alam,Banten,https://pixabay.com/get/ga2de1a9f69671c30e355a27520dc054cc04b72def523f7b9196fb4357f81d328f534c11571801da41f0b954f463ff059fc719477390afc4f8e555d76f4099ea0_1280.jpg,,
Amazone Jcm,3.4,257,Taman Bermain Dalam Ruangan,-7.753712,110.360458,Taman Hiburan,Daerah Istimewa Yogyakarta,https://pixabay.com/get/gf467b872e103d2f3206b7ac9d554ebe987c69d999d5d73dbcff79434279c5d66efe5d5610f7d15766e0fc5dbd50a002da17add0c0d7d239db65edae26b22fc47_1280.jpg,,
Mini Taman Safari Beach Batang,4.2,195,Kebun Binatang,-6.8827263,109.7548342,Taman Hiburan,Jawa Tengah,,,
Sun Water Park Kahuripan,4.3,2319,Taman Rekreasi Air,-6.4845923,106.7053131,Taman Hiburan,Jawa Barat,,,
Gwk Festival Park,4.7,7388,Taman,-8.8109019,115.1671947,Alam,Bali,https://pixabay.com/get/g53d631296db683d90cf19ed2a060fff7bb4fedfdda4d10cb6ac847328e219a2c50e4f68dbdc140f08d1ce319f12321dde3a340a8eb0eecf079684244a061a19e_1280.jpg,,
Sudi Mampir,4.5,436,Toko Suvenir,-7.2584559,112.7399087,Shopping,Jawa Timur,,,
Binuangeun Water Park,4.4,148,Taman bermain,-6.8239413,105.8962059,Taman Hiburan,Banten,,,
Tugu Perbatasan Jawa Timur Dan Jawa Tengah,4.7,566,Bangunan Bersejarah,-7.3634558,111.14294,Edukasi,Jawa Tengah,https://pixabay.com/get/g83690e655c78030c789a3ec890fae575f6b74c403e8f00ee7245bda660cb44168b48df45e4c657f050cdb9599f90525884250e20d0cda088d825546375b3f739_1280.jpg,,
Pantai Tanjung Tum Anyer,4.1,729,Pantai,-6.0628467,105.8954539,Alam,Banten,https://pixabay.com/get/g2cc9b4e9eb5a9cc0e6b8bc5bac3842cb6fd88823e3909c27b9525a3e2207780585810d661ef517d54670f06f81185a9426b9c3d6c06689791a1abe2fa17d5da0_1280.jpg,https://images.pexels.com/photos/32375775/pexels-photo-32375775.jpeg,https://images.unsplash.com/photo-1580110552993-9712f4198254?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3NTkzODB8MHwxfHNlYXJjaHwxMnx8UGFudGFpJTIwVGFuanVuZyUyMFR1bSUyMEFueWVyfGVufDB8MHx8fDE3NDg5NDg2NDV8MA&ixlib=rb-4.1.0&q=80&w=1080
Pantai Pabean ,4.5,114,Tujuan Wisata,-8.6345296,115.2939496,Alam,Bali,https://pixabay.com/get/g370c393b78f3ae9e760aaac34a0b7922ad6d377c715c3e05c07d408f04fdc3b3c954b0fc018e2689e517167bdea504870531c46891f52facf62031571f284431_1280.jpg,,
Arena Satwa Gajah,4.7,181,Kebun Binatang,-6.3102779,106.8181057,Taman Hiburan,Banten,https://pixabay.com/get/g7805aa9559a560fa56126e14809ca70d44734b5c48d30b15340bdf14dbab8baee987035a40985e673ab84354be635a379821069f90c1a6ad957db03ee09f7d54_1280.jpg,,
Fun World Solo Square Mall,4.4,60,Pusat Hiburan,-7.5604835,110.7888186,Taman Hiburan,Jawa Tengah,https://pixabay.com/get/g39a1081315edf6fd25eb1d213dc271de6c956b54a947730b524d80a25b51ecaa14ed5d5c9504deca42564e1ae80b94403e9d300ec86312e557072b85280fa54b_1280.jpg,,
Obyek Wisata Pantai Gegara Crukcuk,4.2,36,Tujuan Wisata,-6.7944703,108.8612566,Alam,Jawa Tengah,,,
Gunung Telomoyo,4.6,4363,Gunung berapi,-7.3609676,110.3999149,Alam,Jawa Tengah,https://pixabay.com/get/g7f3b005f4b59e41be3102ff506989ce265af724e5fe350f7eda0c2044a9daf08ccf32f313b4323154eb63fc33133e1cb8417d4f5369eb39a69f2d84be01cd561_1280.jpg,,
Taman Apsari,4.7,8329,Taman,-7.2637501,112.7428529,Alam,Jawa Timur,,,
Pusat Oleh Oleh Cisarua,4.4,1431,Pusat Perbelanjaan,-6.6757997,106.9284199,Shopping,Jawa Barat,,,
Pusat Oleh-Oleh Khas Bogor Priangan Sari,4.5,1322,Toko Suvenir,-6.6661944,106.9226913,Shopping,Jawa Barat,,,
Monument Tri Yudha Sakti,4.3,230,Bangunan Bersejarah,-8.148414,115.105684,Edukasi,Bali,,,
Pantai Legian Bali,4.6,1347,Tujuan Wisata,-8.7091325,115.1666683,Alam,Bali,,,
